label,display,sample_bucket,source,run,setting,candidate_id,candidate_uid,mask_path,candidate_original_best_label,candidate_original_best_dice,hidden_dice,hidden_iou,hidden_precision,hidden_recall,area_frac,source_image_clip_score,openai_clip_semantic_score
stroma,stroma,MID,ficture,ficture_official_11938228,medical_box384_s128_m1536,43,ficture__ficture_official_11938228__medical_box384_s128_m1536__043,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938228/medical_box384_s128_m1536/candidate_masks/candidate_043.png,stroma,0.117429215,0.117488629,0.062410581,0.751896471,0.063722867,0.020743803,0.124960639,0.126140013
stroma,stroma,MID,ficture,ficture_official_11938227,base_box384_s128_m2048,64,ficture__ficture_official_11938227__base_box384_s128_m2048__064,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938227/base_box384_s128_m2048/candidate_masks/candidate_064.png,stroma,0.115243201,0.115264651,0.061156943,0.756711044,0.062383557,0.020178607,0.124936007,0.125818387
stroma,stroma,BAD,he,he_official_12445451,base_box160_s64_m1536,215,he__he_official_12445451__base_box160_s64_m1536__215,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_215.png,lung_vessels,0.240646297,0.000000000,0.000000000,0.000000000,0.000000000,0.007179576,0.126839891,0.125681594
stroma,stroma,BAD,he,he_official_12445451,base_box192_s64_m2048,168,he__he_official_12445451__base_box192_s64_m2048__168,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_168.png,lung_alveoli_normal_adjacent,0.259244247,0.000000000,0.000000000,0.000000000,0.000000000,0.007185982,0.126151100,0.125806451
stroma,stroma,BAD,he,he_official_12445451,base_box192_s64_m2048,363,he__he_official_12445451__base_box192_s64_m2048__363,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_363.png,lung_vessels,0.205849589,0.000000000,0.000000000,0.000000000,0.000000000,0.006021651,0.126619875,0.125216126
stroma,stroma,BAD,he,he_official_12445451,base_official_boxes_b192_s48,284,he__he_official_12445451__base_official_boxes_b192_s48__284,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_official_boxes_b192_s48/candidate_masks/candidate_284.png,lung_alveoli_normal_adjacent,0.259244247,0.000000000,0.000000000,0.000000000,0.000000000,0.007185982,0.126151100,0.125806451
stroma,stroma,BAD,he,he_official_12445451,medical_box160_s64_m1536,143,he__he_official_12445451__medical_box160_s64_m1536__143,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box160_s64_m1536/candidate_masks/candidate_143.png,lung_alveoli_normal_adjacent,0.247747674,0.000000000,0.000000000,0.000000000,0.000000000,0.006829579,0.125798747,0.124480590
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_official_points_step24,1616,he__he_official_12445451__medical_official_points_step24__1616,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_official_points_step24/candidate_masks/candidate_1616.png,immune_infiltration,0.297397747,0.297359919,0.174646376,0.269679225,0.331373056,0.046382879,0.124413848,0.126804829
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_point64_m1024_p700,103,he__he_official_12445451__medical_point64_m1024_p700__103,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point64_m1024_p700/candidate_masks/candidate_103.png,immune_infiltration,0.284919720,0.284060749,0.165542428,0.334312811,0.246941815,0.027882366,0.124788232,0.126548544
immune_infiltration,immune infiltration,GOOD,ficture,ficture_official_11938228,medical_box512_s160_m1536,36,ficture__ficture_official_11938228__medical_box512_s160_m1536__036,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938228/medical_box512_s160_m1536/candidate_masks/candidate_036.png,immune_infiltration,0.275262782,0.275532403,0.159778243,0.446728388,0.199196134,0.016831598,0.125615001,0.126094833
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_point48_m1024_p900,204,he__he_official_12445451__medical_point48_m1024_p900__204,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point48_m1024_p900/candidate_masks/candidate_204.png,immune_infiltration,0.274164527,0.273504387,0.158415918,0.395363763,0.209065905,0.019960635,0.124827772,0.126929417
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_point80_m1024_p500,71,he__he_official_12445451__medical_point80_m1024_p500__071,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point80_m1024_p500/candidate_masks/candidate_071.png,immune_infiltration,0.270648092,0.270331468,0.156290909,0.344982132,0.222240795,0.024317291,0.125501603,0.127375096
immune_infiltration,immune infiltration,MID,he,he_official_12445451,base_box160_s64_m1536,226,he__he_official_12445451__base_box160_s64_m1536__226,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_226.png,immune_infiltration,0.150598677,0.150680255,0.081478746,0.478389291,0.089423111,0.007055964,0.124458246,0.126176417
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11940972,medical_point80_m1024_p500,41,ficture__ficture_official_11940972__medical_point80_m1024_p500__041,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940972/medical_point80_m1024_p500/candidate_masks/candidate_041.png,immune_infiltration,0.150709458,0.150588235,0.081424936,0.463998536,0.089878990,0.007311889,0.126048654,0.125941724
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11938226,base_box128_s48_m1536,327,ficture__ficture_official_11938226__base_box128_s48_m1536__327,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_box128_s48_m1536/candidate_masks/candidate_327.png,immune_infiltration,0.149930147,0.150248214,0.081226149,0.696724575,0.084203302,0.004562008,0.126877889,0.126589984
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11940971,base_box128_s48_m1536,330,ficture__ficture_official_11940971__base_box128_s48_m1536__330,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940971/base_box128_s48_m1536/candidate_masks/candidate_330.png,immune_infiltration,0.149867135,0.150195627,0.081195412,0.698282928,0.084147583,0.004548815,0.126625150,0.126331955
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11938229,medical_point48_m1024_p900,90,ficture__ficture_official_11938229__medical_point48_m1024_p900__090,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/medical_point48_m1024_p900/candidate_masks/candidate_090.png,immune_infiltration,0.149820837,0.149491187,0.080783828,0.477341555,0.088622791,0.007008163,0.125732750,0.125629678
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box128_s48_m1536,267,he__he_official_12445451__base_box128_s48_m1536__267,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box128_s48_m1536/candidate_masks/candidate_267.png,lung_bronchiola,0.221562630,0.000000000,0.000000000,0.000000000,0.000000000,0.005162767,0.125247985,0.126476854
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box160_s64_m1536,40,he__he_official_12445451__base_box160_s64_m1536__040,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_040.png,lung_alveoli_normal_adjacent,0.318349243,0.000000000,0.000000000,0.000000000,0.000000000,0.010205172,0.124999456,0.126689836
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box160_s64_m1536,215,he__he_official_12445451__base_box160_s64_m1536__215,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_215.png,lung_vessels,0.240646297,0.000000000,0.000000000,0.000000000,0.000000000,0.007179576,0.122866005,0.126540199
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box160_s64_m2048,77,he__he_official_12445451__base_box160_s64_m2048__077,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m2048/candidate_masks/candidate_077.png,lung_alveoli_normal_adjacent,0.213525421,0.000000000,0.000000000,0.000000000,0.000000000,0.005898803,0.125221893,0.126913592
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box192_s64_m1536,104,he__he_official_12445451__base_box192_s64_m1536__104,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m1536/candidate_masks/candidate_104.png,lung_alveoli_normal_adjacent,0.388834930,0.000000000,0.000000000,0.000000000,0.000000000,0.011792826,0.125538543,0.126675949
