label,display,sample_bucket,source,run,setting,candidate_id,candidate_uid,mask_path,he_crop_rel,ficture_crop_rel
tumor,tumor,BAD,he,he_official_12445451,base_box192_s64_m2048,168,he__he_official_12445451__base_box192_s64_m2048__168,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_168.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__168_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__168_ficture_reverse_blur_gray.png
tumor,tumor,BAD,he,he_official_12445451,base_box192_s64_m2048,363,he__he_official_12445451__base_box192_s64_m2048__363,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_363.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__363_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__363_ficture_reverse_blur_gray.png
tumor,tumor,BAD,he,he_official_12445451,base_official_boxes_b192_s48,284,he__he_official_12445451__base_official_boxes_b192_s48__284,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_official_boxes_b192_s48/candidate_masks/candidate_284.png,candidate_pair_crops/he__he_official_12445451__base_official_boxes_b192_s48__284_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_official_boxes_b192_s48__284_ficture_reverse_blur_gray.png
tumor,tumor,BAD,he,he_official_12445451,medical_box160_s64_m1536,143,he__he_official_12445451__medical_box160_s64_m1536__143,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box160_s64_m1536/candidate_masks/candidate_143.png,candidate_pair_crops/he__he_official_12445451__medical_box160_s64_m1536__143_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__medical_box160_s64_m1536__143_ficture_reverse_blur_gray.png
stroma,stroma,GOOD,ficture,ficture_official_11942555,base_official_points_step24,85,ficture__ficture_official_11942555__base_official_points_step24__085,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11942555/base_official_points_step24/candidate_masks/candidate_085.png,candidate_pair_crops/ficture__ficture_official_11942555__base_official_points_step24__085_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11942555__base_official_points_step24__085_ficture_reverse_blur_gray.png
stroma,stroma,GOOD,ficture,ficture_official_11938226,base_official_points_step32,56,ficture__ficture_official_11938226__base_official_points_step32__056,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_official_points_step32/candidate_masks/candidate_056.png,candidate_pair_crops/ficture__ficture_official_11938226__base_official_points_step32__056_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11938226__base_official_points_step32__056_ficture_reverse_blur_gray.png
stroma,stroma,GOOD,he,he_official_12445451,base_official_points_step32,13,he__he_official_12445451__base_official_points_step32__013,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_official_points_step32/candidate_masks/candidate_013.png,candidate_pair_crops/he__he_official_12445451__base_official_points_step32__013_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_official_points_step32__013_ficture_reverse_blur_gray.png
stroma,stroma,GOOD,he,he_official_12445451,base_point64_m1024_p700,6,he__he_official_12445451__base_point64_m1024_p700__006,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_point64_m1024_p700/candidate_masks/candidate_006.png,candidate_pair_crops/he__he_official_12445451__base_point64_m1024_p700__006_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_point64_m1024_p700__006_ficture_reverse_blur_gray.png
stroma,stroma,GOOD,he,he_official_12445451,base_point64_m1536_p900,3,he__he_official_12445451__base_point64_m1536_p900__003,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_point64_m1536_p900/candidate_masks/candidate_003.png,candidate_pair_crops/he__he_official_12445451__base_point64_m1536_p900__003_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_point64_m1536_p900__003_ficture_reverse_blur_gray.png
stroma,stroma,MID,he,he_official_12445451,medical_box384_s128_m2048,34,he__he_official_12445451__medical_box384_s128_m2048__034,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box384_s128_m2048/candidate_masks/candidate_034.png,candidate_pair_crops/he__he_official_12445451__medical_box384_s128_m2048__034_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__medical_box384_s128_m2048__034_ficture_reverse_blur_gray.png
stroma,stroma,MID,ficture,ficture_official_11938226,base_official_boxes_b384_s96,84,ficture__ficture_official_11938226__base_official_boxes_b384_s96__084,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_official_boxes_b384_s96/candidate_masks/candidate_084.png,candidate_pair_crops/ficture__ficture_official_11938226__base_official_boxes_b384_s96__084_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11938226__base_official_boxes_b384_s96__084_ficture_reverse_blur_gray.png
stroma,stroma,MID,he,he_official_12445451,base_box256_s96_m1536,25,he__he_official_12445451__base_box256_s96_m1536__025,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box256_s96_m1536/candidate_masks/candidate_025.png,candidate_pair_crops/he__he_official_12445451__base_box256_s96_m1536__025_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box256_s96_m1536__025_ficture_reverse_blur_gray.png
stroma,stroma,MID,ficture,ficture_official_11938228,medical_box384_s128_m1536,43,ficture__ficture_official_11938228__medical_box384_s128_m1536__043,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938228/medical_box384_s128_m1536/candidate_masks/candidate_043.png,candidate_pair_crops/ficture__ficture_official_11938228__medical_box384_s128_m1536__043_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11938228__medical_box384_s128_m1536__043_ficture_reverse_blur_gray.png
stroma,stroma,MID,ficture,ficture_official_11938227,base_box384_s128_m2048,64,ficture__ficture_official_11938227__base_box384_s128_m2048__064,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938227/base_box384_s128_m2048/candidate_masks/candidate_064.png,candidate_pair_crops/ficture__ficture_official_11938227__base_box384_s128_m2048__064_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11938227__base_box384_s128_m2048__064_ficture_reverse_blur_gray.png
stroma,stroma,BAD,he,he_official_12445451,base_box160_s64_m1536,215,he__he_official_12445451__base_box160_s64_m1536__215,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_215.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__215_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__215_ficture_reverse_blur_gray.png
stroma,stroma,BAD,he,he_official_12445451,base_box192_s64_m2048,168,he__he_official_12445451__base_box192_s64_m2048__168,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_168.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__168_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__168_ficture_reverse_blur_gray.png
stroma,stroma,BAD,he,he_official_12445451,base_box192_s64_m2048,363,he__he_official_12445451__base_box192_s64_m2048__363,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_363.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__363_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m2048__363_ficture_reverse_blur_gray.png
stroma,stroma,BAD,he,he_official_12445451,base_official_boxes_b192_s48,284,he__he_official_12445451__base_official_boxes_b192_s48__284,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_official_boxes_b192_s48/candidate_masks/candidate_284.png,candidate_pair_crops/he__he_official_12445451__base_official_boxes_b192_s48__284_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_official_boxes_b192_s48__284_ficture_reverse_blur_gray.png
stroma,stroma,BAD,he,he_official_12445451,medical_box160_s64_m1536,143,he__he_official_12445451__medical_box160_s64_m1536__143,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box160_s64_m1536/candidate_masks/candidate_143.png,candidate_pair_crops/he__he_official_12445451__medical_box160_s64_m1536__143_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__medical_box160_s64_m1536__143_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_official_points_step24,1616,he__he_official_12445451__medical_official_points_step24__1616,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_official_points_step24/candidate_masks/candidate_1616.png,candidate_pair_crops/he__he_official_12445451__medical_official_points_step24__1616_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__medical_official_points_step24__1616_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_point64_m1024_p700,103,he__he_official_12445451__medical_point64_m1024_p700__103,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point64_m1024_p700/candidate_masks/candidate_103.png,candidate_pair_crops/he__he_official_12445451__medical_point64_m1024_p700__103_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__medical_point64_m1024_p700__103_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,GOOD,ficture,ficture_official_11938228,medical_box512_s160_m1536,36,ficture__ficture_official_11938228__medical_box512_s160_m1536__036,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938228/medical_box512_s160_m1536/candidate_masks/candidate_036.png,candidate_pair_crops/ficture__ficture_official_11938228__medical_box512_s160_m1536__036_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11938228__medical_box512_s160_m1536__036_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_point48_m1024_p900,204,he__he_official_12445451__medical_point48_m1024_p900__204,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point48_m1024_p900/candidate_masks/candidate_204.png,candidate_pair_crops/he__he_official_12445451__medical_point48_m1024_p900__204_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__medical_point48_m1024_p900__204_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,GOOD,he,he_official_12445451,medical_point80_m1024_p500,71,he__he_official_12445451__medical_point80_m1024_p500__071,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point80_m1024_p500/candidate_masks/candidate_071.png,candidate_pair_crops/he__he_official_12445451__medical_point80_m1024_p500__071_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__medical_point80_m1024_p500__071_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,MID,he,he_official_12445451,base_box160_s64_m1536,226,he__he_official_12445451__base_box160_s64_m1536__226,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_226.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__226_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__226_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11940972,medical_point80_m1024_p500,41,ficture__ficture_official_11940972__medical_point80_m1024_p500__041,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940972/medical_point80_m1024_p500/candidate_masks/candidate_041.png,candidate_pair_crops/ficture__ficture_official_11940972__medical_point80_m1024_p500__041_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11940972__medical_point80_m1024_p500__041_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11938226,base_box128_s48_m1536,327,ficture__ficture_official_11938226__base_box128_s48_m1536__327,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_box128_s48_m1536/candidate_masks/candidate_327.png,candidate_pair_crops/ficture__ficture_official_11938226__base_box128_s48_m1536__327_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11938226__base_box128_s48_m1536__327_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11940971,base_box128_s48_m1536,330,ficture__ficture_official_11940971__base_box128_s48_m1536__330,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940971/base_box128_s48_m1536/candidate_masks/candidate_330.png,candidate_pair_crops/ficture__ficture_official_11940971__base_box128_s48_m1536__330_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11940971__base_box128_s48_m1536__330_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,MID,ficture,ficture_official_11938229,medical_point48_m1024_p900,90,ficture__ficture_official_11938229__medical_point48_m1024_p900__090,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/medical_point48_m1024_p900/candidate_masks/candidate_090.png,candidate_pair_crops/ficture__ficture_official_11938229__medical_point48_m1024_p900__090_he_reverse_blur_gray.png,candidate_pair_crops/ficture__ficture_official_11938229__medical_point48_m1024_p900__090_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box128_s48_m1536,267,he__he_official_12445451__base_box128_s48_m1536__267,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box128_s48_m1536/candidate_masks/candidate_267.png,candidate_pair_crops/he__he_official_12445451__base_box128_s48_m1536__267_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box128_s48_m1536__267_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box160_s64_m1536,40,he__he_official_12445451__base_box160_s64_m1536__040,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_040.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__040_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__040_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box160_s64_m1536,215,he__he_official_12445451__base_box160_s64_m1536__215,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_215.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__215_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m1536__215_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box160_s64_m2048,77,he__he_official_12445451__base_box160_s64_m2048__077,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m2048/candidate_masks/candidate_077.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m2048__077_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box160_s64_m2048__077_ficture_reverse_blur_gray.png
immune_infiltration,immune infiltration,BAD,he,he_official_12445451,base_box192_s64_m1536,104,he__he_official_12445451__base_box192_s64_m1536__104,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m1536/candidate_masks/candidate_104.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m1536__104_he_reverse_blur_gray.png,candidate_pair_crops/he__he_official_12445451__base_box192_s64_m1536__104_ficture_reverse_blur_gray.png
